-0.883068,-0.317065,1.548747,5.011313
-0.443441,1.752455,0.105926,-0.253225
-1.517402,-0.327613,-0.932265,-8.281945
0.000000,0.000000,0.000000,1.000000

-0.431376,0.202088,-0.872366,-4.555195
0.113640,0.972839,0.169169,0.589912
0.888227,-0.026319,-0.445317,-7.628248
0.000000,0.000000,0.000000,1.000000

-1.301418,0.198183,-1.152010,-3.665772
-0.048061,1.713458,0.349063,1.469708
1.167945,0.291339,-1.269299,-10.184351
0.000000,0.000000,0.000000,1.000000

1.007032,-0.004944,-0.014830,-0.386720
0.004949,1.007141,0.000342,-0.331326
0.014828,-0.000415,1.007044,-0.684014
0.000000,0.000000,0.000000,1.000000

0.028148,-0.146072,1.012159,3.209664
0.005001,1.012550,0.145990,0.390999
-1.022633,0.000931,0.028574,-3.536434
0.000000,0.000000,0.000000,1.000000

-1.012604,-0.002582,0.022745,0.432718
0.011117,0.824263,0.588521,3.158930
-0.020010,0.588621,-0.824024,-10.412050
0.000000,0.000000,0.000000,1.000000

-0.013881,0.286606,-0.960939,-3.618937
-0.437326,0.863091,0.263740,0.948575
0.902381,0.422693,0.113036,-3.526464
0.000000,0.000000,0.000000,1.000000

0.055033,0.022178,0.109027,0.581696
-0.110857,0.000584,0.055838,0.314525
0.009464,-0.122128,0.020066,0.013936
0.000000,0.000000,0.000000,1.000000

